15,2000-11-15 12:27:26.0,1,92.77
17,2000-05-13 16:10:38.0,1,98.78
21,2000-08-16 16:41:38.0,1,91.71
32,2000-07-04 16:55:28.0,1,97.84
49,2000-08-14 18:23:28.0,1,97.95
53,2000-11-11 13:43:08.0,1,93.97
55,2000-03-20 21:37:18.0,1,97.33
63,2000-11-12 21:40:42.0,1,92.03
65,2000-02-18 23:52:21.0,1,99.51
68,2000-11-09 18:34:47.0,1,94.86
69,2000-03-01 00:51:44.0,1,97.6
78,2000-08-18 11:05:52.0,1,91.14
95,2000-06-02 20:18:28.0,1,90.24
97,2000-11-30 05:57:00.0,1,98.28
99,2000-12-05 15:02:31.0,1,99.32
106,2000-05-30 11:46:04.0,1,97.41
108,2000-05-02 03:11:32.0,1,93.08
113,2000-06-04 07:17:43.0,1,92.43
114,2000-05-06 01:37:11.0,1,95.35
120,2000-03-05 19:55:55.0,1,96.37
157,2000-11-16 14:36:51.0,1,93.08
166,2000-08-11 12:42:10.0,1,90.55
171,2000-08-06 04:47:11.0,1,97.08
178,2000-08-08 10:20:40.0,1,95.9
183,2000-08-01 15:58:06.0,1,97.65
193,2000-06-25 04:15:11.0,1,98.91
206,2000-01-29 12:06:31.0,1,93.06
216,2000-02-11 07:40:42.0,1,93.15
220,2000-05-18 14:04:49.0,1,97.64
230,2000-07-26 06:24:14.0,1,96.82
241,2000-03-26 17:24:53.0,1,98.99
243,2000-07-19 01:36:50.0,1,96.97
262,2000-04-26 19:11:27.0,1,98.92
263,2000-12-26 03:28:30.0,1,96.52
268,2000-01-05 13:45:48.0,1,90.64
272,2000-01-09 07:58:53.0,1,93.83
275,2000-07-30 12:05:41.0,1,99.42
290,2000-10-27 02:01:05.0,1,94.15
312,2000-01-17 03:54:20.0,1,96.62
325,2000-03-24 01:28:24.0,1,95.49
342,2000-03-19 05:32:50.0,1,95.55
354,2000-08-05 07:48:48.0,1,91.89
357,2000-11-24 23:06:08.0,1,94.8
396,2000-12-31 00:10:59.0,1,97.91
402,2000-06-26 17:25:05.0,1,95.54
410,2000-05-16 02:32:32.0,1,99.56
412,2000-12-23 17:28:12.0,1,96.43
416,2000-04-20 17:23:04.0,1,94.24
431,2000-08-12 19:59:20.0,1,91.54
432,2000-09-23 06:16:40.0,1,90.07
450,2000-01-12 06:51:14.0,1,94.55
452,2000-10-15 22:17:37.0,1,93.91
459,2000-07-09 21:55:27.0,1,95.31
463,2000-06-14 21:53:22.0,1,90.86
491,2000-11-26 21:49:19.0,1,98.76
522,2000-05-08 17:34:58.0,1,99.38
524,2000-02-21 16:41:39.0,1,98.23
535,2000-09-27 04:53:38.0,1,97.5
549,2000-05-14 18:32:27.0,1,97.33
552,2000-02-18 09:20:04.0,1,99.66
553,2000-08-01 19:01:43.0,1,93.83
559,2000-08-03 19:31:07.0,1,94.65
560,2000-12-16 00:02:46.0,1,95.46
581,2000-02-06 07:17:13.0,1,98.39
587,2000-06-27 22:42:53.0,1,93.29
601,2000-10-08 12:55:43.0,1,92.49
604,2000-06-20 22:03:50.0,1,94.14
607,2000-02-04 10:10:11.0,1,97.56
610,2000-06-28 22:44:01.0,1,93.01
612,2000-10-29 23:43:56.0,1,94.26
614,2000-10-05 13:50:00.0,1,95.67
618,2000-07-04 15:50:31.0,1,95.92
624,2000-01-20 05:35:20.0,1,91.74
638,2000-06-22 10:31:42.0,1,94.14
656,2000-01-23 15:10:59.0,1,92.25
661,2000-06-10 15:14:15.0,1,91.24
682,2000-06-06 17:26:17.0,1,96.14
689,2000-12-01 20:37:26.0,1,94.65
694,2000-05-01 08:02:05.0,1,94.6
698,2000-06-07 12:26:04.0,1,94.41
702,2000-06-17 18:37:17.0,1,94.83
703,2000-05-09 13:16:16.0,1,92.91
707,2000-01-14 07:37:02.0,1,98.11
709,2000-10-21 23:28:18.0,1,92.15
727,2000-03-21 10:59:38.0,1,96.14
738,2000-05-26 07:42:12.0,1,90.93
739,2000-05-05 16:25:51.0,1,99.32
752,2000-10-26 00:49:08.0,1,90.48
757,2000-07-25 14:58:47.0,1,92.51
784,2000-08-09 02:03:08.0,1,98.77
796,2000-02-27 12:27:36.0,1,93.53
810,2000-03-07 17:59:53.0,1,93.47
833,2000-08-09 20:08:17.0,1,94.45
848,2000-07-30 23:28:00.0,1,96.78
854,2000-04-26 14:39:48.0,1,93.48
859,2000-02-19 23:44:50.0,1,92.69
866,2000-10-18 19:31:11.0,1,93.78
880,2000-02-24 15:09:43.0,1,92.95
899,2000-06-06 03:55:16.0,1,98.12
930,2000-03-31 12:08:45.0,1,98.72
934,2000-05-06 15:06:52.0,1,94.22
939,2000-03-17 09:13:05.0,1,92.25
962,2000-07-05 02:33:04.0,1,90.37
980,2000-04-28 22:30:27.0,1,97.11
1000,2000-10-22 23:16:15.0,1,94.05
1008,2000-10-23 02:35:10.0,1,97.01
1027,2000-03-09 11:52:50.0,1,92.06
1037,2000-01-26 03:02:14.0,1,94.27
1039,2000-01-10 05:24:06.0,1,99.71
1048,2000-06-29 20:29:35.0,1,91.91
1052,2000-07-07 23:10:15.0,1,94.44
1058,2000-04-10 01:13:59.0,1,97.3
1066,2000-04-05 21:07:27.0,1,90.7
1081,2000-12-24 05:55:44.0,1,92.26
1091,2000-04-11 15:45:04.0,1,96.58
1098,2000-07-01 02:08:12.0,1,97.64
1099,2000-05-20 18:17:18.0,1,99.86
1103,2000-12-27 09:47:26.0,1,92.5
1117,2000-01-17 18:28:19.0,1,94.9
1125,2000-06-04 01:59:11.0,1,91.2
1127,2000-08-10 07:47:31.0,1,96.5
1153,2000-03-25 15:27:41.0,1,90.49
1162,2000-10-17 14:03:48.0,1,96.32
1172,2000-09-10 01:44:25.0,1,99.98
1175,2000-12-27 23:11:07.0,1,95.9
1178,2000-02-27 19:41:00.0,1,90.85
1187,2000-06-15 06:24:04.0,1,99.87
1190,2000-01-04 17:22:23.0,1,96.1
